MovieID,WeightedRating,# of Ratings,Title,Genres
m1646,2.9480519480519485,88,Rocket Man (1997),['Comedy']
m1647,3.0504739835204733,90,Playing God (1997),"['Crime', 'Thriller']"
m1648,3.4383041385727204,194,"House of Yes, The (1997)","['Comedy', 'Drama', 'Thriller']"
m1649,3.8505727617103718,189,"Fast, Cheap & Out of Control (1997)",['Documentary']
m165,3.52126375899773,825,Die Hard: With a Vengeance (1995),"['Action', 'Thriller']"
m1650,3.3933333333333335,50,Washington Square (1997),['Drama']
m1651,3.25,17,Telling Lies in America (1997),['Drama']
m1652,3.5567906413124533,4,Year of the Horse (1997),['Documentary']
m1653,3.6791531719587947,1077,Gattaca (1997),"['Drama', 'Sci-Fi', 'Thriller']"
m1654,3.2762911781590094,87,FairyTale: A True Story (1997),"[""Children's"", 'Drama', 'Fantasy']"
m1655,2.5294117647058822,77,Phantoms (1998),['Horror']
m1656,3.34314381270903,14,Swept from the Sea (1997),['Romance']
m1657,3.5604446308724835,20,Wonderland (1997),['Documentary']
m1658,3.220866358242282,116,"Life Less Ordinary, A (1997)","['Romance', 'Thriller']"
m1659,3.359375,7,Hurricane Streets (1998),['Drama']
m166,2.7680352227851133,61,"Doom Generation, The (1995)","['Comedy', 'Drama']"
m1660,3.5612745098039214,179,Eve's Bayou (1997),['Drama']
m1661,3.2289336742613,88,Switchback (1997),['Thriller']
m1662,3.1505376344086025,20,Gang Related (1997),['Crime']
m1663,3.802663578459757,740,Stripes (1981),['Comedy']
m1664,3.6166666666666667,5,Nénette et Boni (1996),['Drama']
m1665,2.7799628942486088,200,Bean (1997),['Comedy']
m1666,3.1374924288310115,20,Hugo Pool (1997),['Romance']
m1667,2.9422330972769535,113,Mad City (1997),"['Action', 'Drama']"
m1668,2.9140625,39,One Night Stand (1997),['Drama']
m1669,3.419015766841854,37,"Tango Lesson, The (1997)",['Romance']
m167,3.5166666666666666,5,Feast of July (1995),['Drama']
m1670,3.558456561922366,82,Welcome To Sarajevo (1997),"['Drama', 'War']"
m1671,3.3177083333333335,22,Deceiver (1997),['Crime']
m1672,3.565028901734104,321,"Rainmaker, The (1997)",['Drama']
m1673,3.7636600173460537,1128,Boogie Nights (1997),['Drama']
m1674,3.967149091263012,1046,Witness (1985),"['Drama', 'Romance', 'Thriller']"
m1675,3.287032699254378,11,Incognito (1997),"['Crime', 'Thriller']"
m1676,3.145622290161909,1163,Starship Troopers (1997),"['Action', 'Adventure', 'Sci-Fi', 'War']"
m1677,3.0011086474501107,37,Critical Care (1997),['Comedy']
m1678,3.812625250501002,474,"Joy Luck Club, The (1993)",['Drama']
m1679,2.769433465085639,24,Chairman of the Board (1998),['Comedy']
m168,2.9962368213915327,362,First Knight (1995),"['Action', 'Adventure', 'Drama', 'Romance']"
m1680,3.7660966809792704,464,Sliding Doors (1998),"['Drama', 'Romance']"
m1681,2.6207921586861174,134,Mortal Kombat: Annihilation (1997),"['Action', 'Adventure']"
m1682,3.8529126213592235,1005,"Truman Show, The (1998)",['Drama']
m1683,3.6879192168839445,218,"Wings of the Dove, The (1997)","['Drama', 'Romance', 'Thriller']"
m1684,3.5786282682834405,58,Mrs. Dalloway (1997),['Romance']
m1685,3.3986013986013983,6,"I Love You, I Love You Not (1996)",['Romance']
m1686,3.2120559238148845,109,Red Corner (1997),"['Crime', 'Thriller']"
m1687,3.105404097068489,337,"Jackal, The (1997)","['Action', 'Thriller']"
m1688,3.483136353262708,304,Anastasia (1997),"['Animation', ""Children's"", 'Musical']"
m1689,3.1974654974034555,252,"Man Who Knew Too Little, The (1997)","['Comedy', 'Mystery']"
m169,2.4129942942122846,113,Free Willy 2: The Adventure Home (1995),"['Adventure', ""Children's"", 'Drama']"
m1690,2.974913821460404,779,Alien: Resurrection (1997),"['Action', 'Horror', 'Sci-Fi']"
m1692,2.880897634964136,20,Alien Escape (1995),"['Horror', 'Sci-Fi']"
m1693,3.703457446808511,351,Amistad (1997),['Drama']
m1694,3.714717741935484,471,"Apostle, The (1997)",['Drama']
m1695,3.6052631578947367,32,Artemisia (1997),['Drama']
m1696,3.6151122532125566,28,Bent (1997),"['Drama', 'War']"
m1699,3.5027777777777778,155,"Butcher Boy, The (1998)",['Drama']
m17,4.003959386069319,835,Sense and Sensibility (1995),"['Drama', 'Romance']"
m170,3.164261093634679,321,Hackers (1995),"['Action', 'Crime', 'Thriller']"
m1701,3.4043123267973505,284,Deconstructing Harry (1997),"['Comedy', 'Drama']"
m1702,2.689721350954143,302,Flubber (1997),"[""Children's"", 'Comedy', 'Fantasy']"
m1703,3.0475785896346648,62,For Richer or Poorer (1997),['Comedy']
m1704,4.165607120152575,1548,Good Will Hunting (1997),['Drama']
m1707,2.206334693222663,154,Home Alone 3 (1997),"[""Children's"", 'Comedy']"
m1709,3.252899045020464,1,Legal Deceit (1997),['Thriller']
m171,3.4499341238471675,93,Jeffrey (1995),['Comedy']
m1711,3.262676092636278,628,Midnight in the Garden of Good and Evil (1997),"['Comedy', 'Crime', 'Drama', 'Mystery']"
m1713,3.060512684434113,231,Mouse Hunt (1997),"[""Children's"", 'Comedy']"
m1714,3.3535004321521176,1,Never Met Picasso (1996),['Romance']
m1715,3.230781778278664,13,Office Killer (1997),['Thriller']
m1717,2.989034148749182,455,Scream 2 (1997),"['Horror', 'Thriller']"
m1718,3.2119991116469433,7,Stranger in the House (1997),['Thriller']
m1719,4.011083743842365,381,"Sweet Hereafter, The (1997)",['Drama']
m172,2.6966374525339485,458,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']"
m1720,3.0627145642023677,7,Time Tracers (1995),"['Action', 'Adventure', 'Sci-Fi']"
m1721,3.5800565792223633,1546,Titanic (1997),"['Drama', 'Romance']"
m1722,3.42386170442704,862,Tomorrow Never Dies (1997),"['Action', 'Romance', 'Thriller']"
m1724,3.480769230769231,1,Full Speed (1996),['Drama']
m1725,3.6145833333333335,23,"Education of Little Tree, The (1997)",['Drama']
m1726,2.8858024691358026,137,"Postman, The (1997)",['Drama']
m1727,3.2574468085106383,210,"Horse Whisperer, The (1998)",['Drama']
m1728,3.4148936170212765,22,"Winter Guest, The (1997)",['Drama']
m1729,3.677834734098613,724,Jackie Brown (1997),"['Crime', 'Drama']"
m173,2.4565035540945277,564,Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']"
m1730,3.699004975124378,176,Kundun (1997),['Drama']
m1731,2.4228523769808175,64,Mr. Magoo (1997),['Comedy']
m1732,3.714088789859339,1097,"Big Lebowski, The (1998)","['Comedy', 'Crime', 'Mystery', 'Thriller']"
m1733,3.202980314543408,82,Afterglow (1997),"['Drama', 'Romance']"
m1734,3.7507873359103665,201,My Life in Pink (Ma vie en rose) (1997),"['Comedy', 'Drama']"
m1735,3.227468571792083,263,Great Expectations (1998),"['Drama', 'Romance']"
m1739,2.514141143441277,47,3 Ninjas: High Noon On Mega Mountain (1998),"['Action', ""Children's""]"
m174,2.627705627705628,81,Jury Duty (1995),['Comedy']
m1741,3.5833333333333335,5,"Midaq Alley (Callejón de los milagros, El) (1995)",['Drama']
m1743,3.875694735738255,11,Arguing the World (1996),['Documentary']
m1744,2.968416004133702,77,Firestorm (1998),"['Action', 'Adventure', 'Thriller']"
m1746,2.9609090909090914,55,Senseless (1998),['Comedy']
m1747,3.4828713479148976,907,Wag the Dog (1997),"['Comedy', 'Drama']"
m1748,3.7790730952939424,874,Dark City (1998),"['Film-Noir', 'Sci-Fi', 'Thriller']"
m1749,3.387491013659238,10,"Leading Man, The (1996)",['Romance']
m175,3.479591836734694,220,Kids (1995),['Drama']
m1750,2.8055500645594864,63,Star Kid (1997),"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
m1752,2.834428505782629,206,Hard Rain (1998),"['Action', 'Thriller']"
m1753,3.202020202020202,198,Half Baked (1998),['Comedy']
m1754,3.3620967075021464,388,Fallen (1998),"['Action', 'Mystery', 'Thriller']"
m1755,3.445316588173731,30,Shooting Fish (1997),['Romance']
m1756,2.630155510480054,51,"Prophecy II, The (1998)",['Horror']
m1758,3.62,100,Dangerous Beauty (1998),['Drama']
m1759,3.8223684210526314,51,Four Days in September (1997),['Drama']
m176,3.7883636363636364,205,Living in Oblivion (1995),['Comedy']
m1760,2.316846088910949,190,Spice World (1997),"['Comedy', 'Musical']"
m1762,2.8391833993794866,227,Deep Rising (1998),"['Action', 'Horror', 'Sci-Fi']"
m1764,3.231513751759244,1,Tainted (1998),"['Comedy', 'Thriller']"
m1767,3.24291426587237,26,Music From Another Room (1998),"['Drama', 'Romance']"
m1769,3.152776586724327,319,"Replacement Killers, The (1998)","['Action', 'Thriller']"
m177,2.7361344537815127,139,Lord of Illusions (1995),['Horror']
m1770,3.3600906620177717,19,B. Monkey (1998),"['Romance', 'Thriller']"
m1771,2.6846208362863218,47,Night Flier (1997),['Horror']
m1772,2.682781180169437,230,Blues Brothers 2000 (1998),"['Action', 'Comedy', 'Musical']"
m1773,3.283415975552891,2,Tokyo Fist (1995),"['Action', 'Drama']"
m1777,3.4803714954881197,909,"Wedding Singer, The (1998)","['Comedy', 'Romance']"
m1779,2.7485621075566,541,Sphere (1998),"['Adventure', 'Sci-Fi', 'Thriller']"
m178,3.2826704545454546,19,Love & Human Remains (1993),['Comedy']
m1780,4.00085505937016,8,Ayn Rand: A Sense of Life (1997),['Documentary']
m1782,3.1716271455234635,8,Little City (1998),"['Comedy', 'Romance']"
m1783,3.0542428265761203,220,Palmetto (1998),"['Film-Noir', 'Mystery', 'Thriller']"
m1784,3.93479863516416,1424,As Good As It Gets (1997),"['Comedy', 'Drama']"
m1785,3.3399280575539567,180,King of New York (1990),"['Action', 'Crime']"
m1787,3.71587368168744,2,"Paralyzing Fear: The Story of Polio in America, A (1998)",['Documentary']
m1788,3.673201824683587,91,Men With Guns (1997),"['Action', 'Drama']"
m179,2.7091171610035296,48,Mad Love (1995),"['Drama', 'Romance']"
m1791,3.1427462887989206,53,Twilight (1998),"['Crime', 'Drama']"
m1792,3.1768541957002556,448,U.S. Marshalls (1998),"['Action', 'Thriller']"
m1793,3.018808777429467,13,Welcome to Woop-Woop (1997),['Comedy']
m1794,3.409177875695733,151,Love and Death on Long Island (1997),"['Comedy', 'Drama']"
m1795,3.574074074074074,2,"Callejón de los milagros, El (1995)",['Drama']
m1796,3.219539330367767,5,In God's Hands (1998),"['Action', 'Drama']"
m1797,4.000064626580303,167,Everest (1998),['Documentary']
m1798,3.026710112410224,42,Hush (1998),['Thriller']
m1799,3.4157096171802053,213,Suicide Kings (1997),"['Crime', 'Drama']"
m18,3.3145420491594795,157,Four Rooms (1995),['Thriller']
m180,3.5163123167155423,451,Mallrats (1995),['Comedy']
m1801,3.072748921022178,391,"Man in the Iron Mask, The (1998)","['Action', 'Drama', 'Romance']"
m1804,3.120438664596273,119,"Newton Boys, The (1998)","['Crime', 'Drama']"
m1805,3.438777339803812,626,Wild Things (1998),"['Crime', 'Drama', 'Mystery', 'Thriller']"
m1806,2.9681320692952196,168,Paulie (1998),"['Adventure', ""Children's"", 'Comedy']"
m1807,3.4642857142857144,17,"Cool Dry Place, A (1998)",['Drama']
m1809,3.5772608623246147,36,Hana-bi (1997),"['Comedy', 'Crime', 'Drama']"
m181,2.3589567520820958,93,Mighty Morphin Power Rangers: The Movie (1995),"['Action', ""Children's""]"
m1810,3.554232804232804,353,Primary Colors (1998),['Drama']
m1811,3.5657894736842106,13,"Niagara, Niagara (1997)",['Drama']
m1812,3.354825367585814,44,Wide Awake (1998),"[""Children's"", 'Comedy', 'Drama']"
m1814,3.43,25,"Price Above Rubies, A (1998)",['Drama']
m1815,3.4423076923076925,1,Eden (1997),['Drama']
m1816,3.0511647789045053,101,Two Girls and a Guy (1997),"['Comedy', 'Drama']"
m1817,3.266260924155661,12,No Looking Back (1998),"['Comedy', 'Drama', 'Romance']"
m182,3.2600311850311847,49,Moonlight and Valentino (1995),"['Drama', 'Romance']"
m1820,3.4423076923076925,1,"Proposition, The (1998)",['Drama']
m1821,3.2112537856605576,211,"Object of My Affection, The (1998)","['Comedy', 'Romance']"
m1822,2.8328185429343318,21,Meet the Deedles (1998),"[""Children's"", 'Comedy']"
m1824,3.3198590417038965,104,Homegrown (1998),"['Comedy', 'Thriller']"
m1825,3.038201384240688,33,"Player's Club, The (1998)","['Action', 'Drama']"
m1826,2.598208837425177,40,Barney's Great Adventure (1998),"['Adventure', ""Children's""]"
m1827,3.873239280665765,102,"Big One, The (1997)","['Comedy', 'Documentary']"
m1829,3.2047242729220287,37,Chinese Box (1997),"['Drama', 'Romance']"
m183,3.326221514829973,29,Mute Witness (1994),['Thriller']
m1830,3.241106719367589,1,Follow the Bitch (1998),['Comedy']
m1831,2.671625900983416,667,Lost in Space (1998),"['Action', 'Sci-Fi', 'Thriller']"
m1832,3.3384971610839735,1,Heaven's Burning (1997),"['Action', 'Drama']"
m1833,3.054301063916754,264,Mercury Rising (1998),"['Action', 'Drama', 'Thriller']"
m1834,3.8822564874747685,493,"Spanish Prisoner, The (1997)","['Drama', 'Thriller']"
m1835,3.299708838170377,366,City of Angels (1998),['Romance']
m1836,3.340625,135,"Last Days of Disco, The (1998)",['Drama']
m1837,2.899916597164304,64,"Odd Couple II, The (1998)",['Comedy']
m1839,2.6323763955342905,69,My Giant (1998),['Comedy']
m184,3.4215686274509802,26,Nadja (1994),['Drama']
m1840,3.3972972972972975,160,He Got Game (1998),['Drama']
m1841,3.077893458625394,95,"Gingerbread Man, The (1998)","['Drama', 'Thriller']"
m1842,3.476851851851852,2,Illtown (1996),"['Crime', 'Drama']"
m1843,3.1392287299166544,1,Slappy and the Stinkers (1998),"[""Children's"", 'Comedy']"
m1844,3.6944444444444446,29,Live Flesh (1997),['Drama']
m1845,3.665031909874931,301,Zero Effect (1998),"['Comedy', 'Thriller']"
m1846,3.388888888888889,20,Nil By Mouth (1997),['Drama']
m1848,3.091093576719476,177,"Borrowers, The (1997)","['Adventure', ""Children's"", 'Comedy', 'Fantasy']"
m1849,3.153830025160749,7,Prince Valiant (1997),['Adventure']
m185,2.9227409951362437,569,"Net, The (1995)","['Sci-Fi', 'Thriller']"
m1850,3.268518684389667,13,"I Love You, Don't Touch Me! (1998)","['Drama', 'Romance']"
m1851,3.4743511474280706,2,Leather Jacket Love Story (1997),"['Drama', 'Romance']"
m1852,3.3476033686640783,1,Love Walked In (1998),"['Drama', 'Thriller']"
m1853,2.872434017595308,17,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",['Comedy']
m1854,3.1511416487619557,48,Kissing a Fool (1998),"['Comedy', 'Romance']"
m1855,2.6345811051693406,108,Krippendorf's Tribe (1998),['Comedy']
m1856,3.2387186517406166,72,Kurt & Courtney (1998),"['Documentary', 'Musical']"
m1857,3.160737812911726,24,"Real Blonde, The (1997)",['Comedy']
m1858,3.2360583356360886,172,Mr. Nice Guy (1997),"['Action', 'Comedy']"
m1859,3.517543859649123,32,Taste of Cherry (1997),['Drama']
m186,2.8401988636363638,211,Nine Months (1995),['Comedy']
m1860,3.6739130434782608,44,Character (Karakter) (1997),['Drama']
m1861,3.2406741461297166,3,Junk Mail (1997),"['Comedy', 'Thriller']"
m1862,2.3308901142705936,198,Species II (1998),"['Horror', 'Sci-Fi']"
m1863,2.4550315994166265,142,Major League: Back to the Minors (1998),['Comedy']
m1864,3.1087662337662336,11,Sour Grapes (1998),['Comedy']
m1865,3.5764595893527473,54,Wild Man Blues (1998),['Documentary']
m1866,3.112949760072062,189,"Big Hit, The (1998)","['Action', 'Comedy']"
m1867,2.9757514759915233,38,Tarzan and the Lost City (1998),"['Action', 'Adventure']"
m1868,3.540716779626207,2,"Truce, The (1996)","['Drama', 'War']"
m1869,2.9019497335176565,51,Black Dog (1998),"['Action', 'Thriller']"
m187,3.2272727272727275,105,Party Girl (1995),['Comedy']
m1870,3.452124336144955,72,"Dancer, Texas Pop. 81 (1998)","['Comedy', 'Drama']"
m1871,3.4180634636299665,4,"Friend of the Deceased, A (1997)","['Comedy', 'Drama']"
m1872,3.414285714285714,10,Go Now (1995),['Drama']
m1873,3.737676056338028,259,"Misérables, Les (1998)",['Drama']
m1874,3.3221556811982342,27,Still Breathing (1997),"['Comedy', 'Romance']"
m1875,3.3592866463679862,164,Clockwatchers (1997),['Comedy']
m1876,3.170304503536846,895,Deep Impact (1998),"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
m1877,3.3620689655172415,4,Little Men (1998),['Drama']
m1878,3.0355304099570155,11,Woo (1998),"['Comedy', 'Romance']"
m1879,3.6914893617021276,22,"Hanging Garden, The (1997)",['Drama']
m188,3.145236855804269,190,"Prophecy, The (1995)",['Horror']
m1880,3.4607843137254903,26,Lawn Dogs (1997),['Drama']
m1881,3.071381172544247,68,Quest for Camelot (1998),"['Adventure', 'Animation', ""Children's"", 'Fantasy']"
m1882,2.4979709154747347,499,Godzilla (1998),"['Action', 'Sci-Fi']"
m1883,3.420438517758687,664,Bulworth (1998),['Comedy']
m1884,3.342190396322575,298,Fear and Loathing in Las Vegas (1998),"['Comedy', 'Drama']"
m1885,3.6717362875615347,608,"Opposite of Sex, The (1998)","['Comedy', 'Drama']"
m1886,3.165120593692022,4,I Got the Hook Up (1998),['Comedy']
m1887,2.8528741164185236,60,Almost Heroes (1998),"['Adventure', 'Comedy']"
m1888,3.025372464337655,387,Hope Floats (1998),"['Comedy', 'Drama', 'Romance']"
m1889,3.50181190313779,49,Insomnia (1997),['Thriller']
m189,3.2515151515151515,15,Reckless (1995),['Comedy']
m1890,3.265625,7,Little Boy Blue (1997),['Drama']
m1891,2.850745852311738,9,"Ugly, The (1997)","['Horror', 'Thriller']"
m1892,3.366812032507116,401,"Perfect Murder, A (1998)","['Mystery', 'Thriller']"
m1893,3.619565217391304,21,Beyond Silence (1996),['Drama']
m1894,2.948179325291374,471,Six Days Seven Nights (1998),"['Adventure', 'Comedy', 'Romance']"
m1895,3.2496419297827437,306,Can't Hardly Wait (1998),"['Comedy', 'Drama', 'Romance']"
m1896,3.1531620553359687,47,Cousin Bette (1998),['Comedy']
m1897,3.488779925027101,133,High Art (1998),"['Drama', 'Romance']"
m1898,3.635920985591734,14,"Land Girls, The (1998)","['Drama', 'War']"
m1899,3.306525740636686,10,Passion in the Desert (1998),"['Adventure', 'Drama']"
m19,2.55550900712191,389,Ace Ventura: When Nature Calls (1995),['Comedy']
m190,3.5376085117409897,100,Safe (1995),['Thriller']
m1900,3.9709302325581395,61,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",['Drama']
m1901,3.901111577181208,5,Dear Jesse (1997),['Documentary']
m1902,3.2751320108462965,30,Dream for an Insomniac (1996),"['Drama', 'Romance']"
m1903,3.2174688057040997,6,Hav Plenty (1997),['Comedy']
m1904,3.4473845499574725,113,Henry Fool (1997),"['Comedy', 'Drama']"
m1905,3.3518518518518516,2,Marie Baie Des Anges (1997),['Drama']
m1906,3.2616438347925403,32,Mr. Jealousy (1997),"['Comedy', 'Romance']"
m1907,3.6768973571619172,490,Mulan (1998),"['Animation', ""Children's""]"
m1908,3.373084137894847,1,Resurrection Man (1998),"['Drama', 'Thriller']"
m1909,3.4713206085995942,996,"X-Files: Fight the Future, The (1998)","['Mystery', 'Sci-Fi', 'Thriller']"
m191,2.725,75,"Scarlet Letter, The (1995)",['Drama']
m1910,3.445357026723341,41,I Went Down (1997),"['Action', 'Comedy', 'Crime']"
m1911,2.951207883026065,527,Doctor Dolittle (1998),['Comedy']
m1912,3.758796369317757,908,Out of Sight (1998),"['Action', 'Crime', 'Romance']"
m1913,3.719266845746003,167,Picnic at Hanging Rock (1975),"['Drama', 'Mystery']"
m1914,3.7666479136361164,372,Smoke Signals (1998),"['Comedy', 'Drama']"
m1915,3.519230769230769,1,Voyage to the Beginning of the World (1997),['Drama']
m1916,3.463085924032701,354,Buffalo 66 (1998),"['Action', 'Comedy', 'Drama']"
m1917,3.1915293189230374,1110,Armageddon (1998),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
m1918,3.1488018371370963,669,Lethal Weapon 4 (1998),"['Action', 'Comedy', 'Crime', 'Drama']"
m1919,3.1602483736768514,116,Madeline (1998),"[""Children's"", 'Comedy']"
m192,3.5730165388302972,2,"Show, The (1995)",['Documentary']
m1920,2.9391129026246636,364,Small Soldiers (1998),"['Animation', ""Children's"", 'Fantasy', 'War']"
m1921,3.704542545912594,613,Pi (1998),"['Sci-Fi', 'Thriller']"
m1922,3.448051948051948,52,Whatever (1998),['Drama']
m1923,3.8821263482280433,1371,There's Something About Mary (1998),['Comedy']
m1924,2.7352576707781795,249,Plan 9 from Outer Space (1958),"['Horror', 'Sci-Fi']"
m1925,3.726598448086069,45,Wings (1927),"['Drama', 'Romance', 'War']"
m1926,3.4910070719434247,32,"Broadway Melody, The (1929)",['Musical']
m1927,4.086210720887246,268,All Quiet on the Western Front (1930),['War']
m1928,3.4678636741479636,29,Cimarron (1931),['Western']
m1929,3.720183486238532,84,Grand Hotel (1932),['Drama']
m193,2.200413223140496,217,Showgirls (1995),['Drama']
m1930,3.4166666666666665,5,Cavalcade (1933),['Drama']
m1931,3.7913776660308653,225,Mutiny on the Bounty (1935),['Adventure']
m1932,3.5047636375665756,36,"Great Ziegfeld, The (1936)",['Musical']
m1933,3.4456521739130435,21,"Life of Émile Zola, The (1937)",['Drama']
m1934,3.7138599105812222,77,You Can't Take It With You (1938),['Comedy']
m1935,3.928030303030303,107,How Green Was My Valley (1941),['Drama']
m1936,3.79782857012843,82,Mrs. Miniver (1942),"['Drama', 'War']"
m1937,3.5101010101010104,63,Going My Way (1944),['Comedy']
m1938,3.8401360544217686,122,"Lost Weekend, The (1945)",['Drama']
m1939,4.042888680167293,236,"Best Years of Our Lives, The (1946)","['Drama', 'War']"
m194,3.7289915966386555,213,Smoke (1995),['Drama']
m1940,3.8060344827586206,91,Gentleman's Agreement (1947),['Drama']
m1941,3.75,113,Hamlet (1948),['Drama']
m1942,3.9409722222222223,119,All the King's Men (1949),['Drama']
m1943,3.3430232558139537,61,"Greatest Show on Earth, The (1952)",['Drama']
m1944,4.035858794967414,364,From Here to Eternity (1953),"['Drama', 'Romance', 'War']"
m1945,4.219088866607249,519,On the Waterfront (1954),"['Crime', 'Drama']"
m1946,3.8980345282396724,205,Marty (1955),"['Drama', 'Romance']"
m1947,4.008821832524925,761,West Side Story (1961),"['Musical', 'Romance']"
m1948,3.7369996258885148,198,Tom Jones (1963),['Comedy']
m1949,4.157786885245901,219,"Man for All Seasons, A (1966)",['Drama']
m195,2.934331898573554,164,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']"
m1950,4.018396538448425,348,In the Heat of the Night (1967),"['Drama', 'Mystery']"
m1951,3.654476979568779,213,Oliver! (1968),['Musical']
m1952,4.090843023255814,663,Midnight Cowboy (1969),['Drama']
m1953,4.038563038720685,861,"French Connection, The (1971)","['Action', 'Crime', 'Drama', 'Thriller']"
m1954,3.8987412605354548,1129,Rocky (1976),"['Action', 'Drama']"
m1955,3.780922431865828,452,Kramer Vs. Kramer (1979),['Drama']
m1956,3.9671052631578947,507,Ordinary People (1980),['Drama']
m1957,3.785280728376328,634,Chariots of Fire (1981),['Drama']
m1958,3.589256489691272,530,Terms of Endearment (1983),"['Comedy', 'Drama']"
m1959,3.641679521904292,626,Out of Africa (1985),"['Drama', 'Romance']"
m196,2.85508687584976,550,Species (1995),"['Horror', 'Sci-Fi']"
m1960,3.953553165286479,636,"Last Emperor, The (1987)","['Drama', 'War']"
m1961,4.043173431734317,1330,Rain Man (1988),['Drama']
m1962,3.863367799113737,652,Driving Miss Daisy (1989),['Drama']
m1963,3.9228650137741043,252,Take the Money and Run (1969),['Comedy']
m1964,3.740679286715462,302,Klute (1971),"['Drama', 'Mystery']"
m1965,3.629792388529693,751,Repo Man (1984),"['Comedy', 'Sci-Fi']"
m1966,3.5641601197156754,198,Metropolitan (1990),['Comedy']
m1967,3.5679604821189894,554,Labyrinth (1986),"['Adventure', ""Children's"", 'Fantasy']"
m1968,3.867129208852064,1539,"Breakfast Club, The (1985)","['Comedy', 'Drama']"
m1969,2.3703984819734347,274,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",['Horror']
m197,3.3214285714285716,17,"Stars Fell on Henrietta, The (1995)",['Drama']
m1970,2.654024767801858,268,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",['Horror']
m1971,2.3051206093948373,242,"Nightmare on Elm Street 4: The Dream Master, A (1988)",['Horror']
m1972,2.109421734795613,200,"Nightmare on Elm Street 5: The Dream Child, A (1989)",['Horror']
m1973,2.2622451370986645,215,Freddy's Dead: The Final Nightmare (1991),['Horror']
m1974,3.0108315280786533,317,Friday the 13th (1980),['Horror']
m1975,2.482239272520603,171,Friday the 13th Part 2 (1981),['Horror']
m1976,2.09712140175219,199,Friday the 13th Part 3: 3D (1982),['Horror']
m1977,2.277187948350072,169,Friday the 13th: The Final Chapter (1984),['Horror']
m1978,2.2388235294117647,114,Friday the 13th Part V: A New Beginning (1985),['Horror']
m1979,2.31637519872814,112,Friday the 13th Part VI: Jason Lives (1986),['Horror']
m198,3.281570902765061,605,Strange Days (1995),"['Action', 'Crime', 'Sci-Fi']"
m1980,2.3214451134784624,91,Friday the 13th Part VII: The New Blood (1988),['Horror']
m1981,2.080174291938998,99,Friday the 13th Part VIII: Jason Takes Manhattan (1989),['Horror']
m1982,3.6491209029737357,506,Halloween (1978),['Horror']
m1983,2.752482811306341,195,Halloween II (1981),['Horror']
m1984,2.261159783062161,105,Halloween III: Season of the Witch (1983),['Horror']
m1985,2.4837789661319074,129,Halloween 4: The Return of Michael Myers (1988),['Horror']
m1986,2.26272103933598,127,Halloween 5: The Revenge of Michael Myers (1989),['Horror']
m1987,2.447429365446966,91,Prom Night (1980),['Horror']
m1988,2.3657876943881,51,Hello Mary Lou: Prom Night II (1987),['Horror']
m1989,2.3690888119953866,15,Prom Night III: The Last Kiss (1989),['Horror']
m199,3.7272220402100245,117,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical']"
m1990,2.4196832579185523,16,Prom Night IV: Deliver Us From Evil (1992),['Horror']
m1991,2.7084491978609626,239,Child's Play (1988),['Horror']
m1992,2.247476505395057,133,Child's Play 2 (1990),['Horror']
m1993,2.1264927023440956,97,Child's Play 3 (1992),['Horror']
m1994,3.6451543680787966,795,Poltergeist (1982),"['Horror', 'Thriller']"
m1995,2.5776521188937,182,Poltergeist II: The Other Side (1986),"['Horror', 'Thriller']"
m1996,2.2390798572712844,112,Poltergeist III (1988),"['Horror', 'Thriller']"
m1997,3.9086031806859554,885,"Exorcist, The (1973)",['Horror']
m1998,2.005527043031978,113,Exorcist II: The Heretic (1977),['Horror']
m1999,2.747383616023096,127,"Exorcist III, The (1990)",['Horror']
m2,3.1998566816423377,701,Jumanji (1995),"['Adventure', ""Children's"", 'Fantasy']"
m20,2.807818081199376,160,Money Train (1995),['Action']
m200,3.156394764853155,12,"Tie That Binds, The (1995)",['Thriller']
m2000,3.8644809863864347,1627,Lethal Weapon (1987),"['Action', 'Comedy', 'Crime', 'Drama']"
m2001,3.5286092574707877,1011,Lethal Weapon 2 (1989),"['Action', 'Comedy', 'Crime', 'Drama']"
m2002,3.2536929166579966,802,Lethal Weapon 3 (1992),"['Action', 'Comedy', 'Crime', 'Drama']"
m2003,3.2546395539418445,776,Gremlins (1984),"['Comedy', 'Horror']"
m2004,2.5608145914850375,372,Gremlins 2: The New Batch (1990),"['Comedy', 'Horror']"
m2005,3.459035592853405,716,"Goonies, The (1985)","['Adventure', ""Children's"", 'Fantasy']"
m2006,3.5332518656961214,983,"Mask of Zorro, The (1998)","['Action', 'Adventure', 'Romance']"
m2007,2.891735537190083,65,Polish Wedding (1998),['Comedy']
