Genre,MovieID,Title,WeightedRating,AverageRating,# of Ratings
Comedy,478,Jimmy Hollywood (1994),2.9433465085639,2.4583333333333335,24
Comedy,485,Last Action Hero (1993),2.5653044203502917,2.508,500
Comedy,486,Life with Mikey (1993),2.973311092577148,2.8125,64
Comedy,487,Lightning Jack (1994),2.8606627017841975,2.6129032258064515,62
Comedy,489,Made in America (1993),2.704865556978233,2.4742268041237114,97
Comedy,492,Manhattan Murder Mystery (1993),3.658133971291866,3.719402985074627,335
Comedy,496,What Happened Was... (1994),3.208425720620843,3.2162162162162162,37
Comedy,497,Much Ado About Nothing (1993),3.9495658835546474,4.0,667
Comedy,499,Mr. Wonderful (1993),2.9690522243713735,2.7551020408163267,49
Comedy,500,Mrs. Doubtfire (1993),3.408936476886647,3.420047732696897,838
Comedy,505,North (1994),2.772727272727273,2.4927536231884058,69
Comedy,513,Radioland Murders (1994),3.152597402597403,3.1194029850746268,67
Comedy,514,"Ref, The (1994)",3.4938386421762377,3.531791907514451,346
Comedy,516,Renaissance Man (1994),2.921811976419485,2.870967741935484,248
Comedy,518,"Road to Wellville, The (1994)",2.6293345829428305,2.4563758389261743,149
Comedy,520,Robin Hood: Men in Tights (1993),2.9596441744413102,2.93048128342246,374
Comedy,532,Serial Mom (1994),3.0647255969836613,3.0488431876606685,389
Comedy,537,Sirens (1994),3.0995670995671,3.077294685990338,207
Comedy,539,Sleepless in Seattle (1993),3.736266643153161,3.760649087221095,986
Comedy,542,Son in Law (1993),2.7692864904020285,2.674757281553398,206
Comedy,543,So I Married an Axe Murderer (1993),3.372889833687633,3.3841642228739004,682
Comedy,550,Threesome (1994),3.0542193232776196,3.0168539325842696,178
Comedy,551,"Nightmare Before Christmas, The (1993)",3.695572439088289,3.717871485943775,996
Comedy,552,"Three Musketeers, The (1993)",3.2370921761165663,3.2400756143667295,529
Comedy,559,"Paris, France (1993)",3.1818181818181817,3.0,5
Comedy,562,Welcome to the Dollhouse (1995),3.7477837649921777,3.799163179916318,478
Comedy,564,Chasers (1994),2.7343434343434345,2.2666666666666666,45
Comedy,566,Naked in New York (1994),3.139498432601881,2.923076923076923,13
Comedy,568,Bhaji on the Beach (1993),3.488636363636364,3.857142857142857,35
Comedy,569,Little Big League (1994),3.0144200626959248,2.93,100
Comedy,570,"Slingshot, The (Kådisbellan ) (1993)",3.2072192513368982,3.217391304347826,23
Comedy,574,Spanking the Monkey (1994),3.3958677685950414,3.4457142857142857,175
Comedy,575,"Little Rascals, The (1994)",2.9348086124401918,2.822429906542056,107
Comedy,576,Fausto (1993),3.197628458498024,3.0,1
Comedy,582,Metisse (Café au Lait) (1993),3.1934235976789167,3.0,2
Comedy,583,Dear Diary (Caro Diario) (1994),3.38480697384807,3.6785714285714284,28
Comedy,585,"Brady Bunch Movie, The (1995)",2.9354015315138424,2.9066985645933014,418
Comedy,586,Home Alone (1990),3.139015151515151,3.1348148148148147,675
Comedy,587,Ghost (1990),3.485107706664593,3.49644128113879,1124
Comedy,588,Aladdin (1992),3.7694060953373274,3.788304959289415,1351
Comedy,597,Pretty Woman (1990),3.623364719606699,3.641491395793499,1046
Comedy,598,Window to Paris (1994),3.360205831903945,4.25,8
Comedy,603,"Bye Bye, Love (1995)",3.0882612533097973,3.0,58
Comedy,612,"Pallbearer, The (1996)",2.6942815249266863,2.4050632911392404,79
Comedy,618,Two Much (1996),3.0202020202020203,2.111111111111111,9
Comedy,619,Ed (1996),2.949232585596222,2.59375,32
Comedy,626,"Thin Line Between Love and Hate, A (1996)",2.9232954545454546,2.263157894736842,19
Comedy,633,Denise Calls Up (1995),3.3244755244755244,3.6,20
Comedy,634,Theodore Rex (1995),3.106060606060606,1.6666666666666667,3
Comedy,635,"Family Thing, A (1996)",3.46795827123696,3.6233766233766236,77
Comedy,637,Sgt. Bilko (1996),2.7031941031941034,2.5428571428571427,140
Comedy,639,Girl 6 (1996),2.830007390983001,2.6153846153846154,78
Comedy,641,"Little Indian, Big City (Un indien dans la ville) (1994)",3.1541501976284585,1.0,1
Comedy,643,Peanuts - Die Bank zahlt alles (1996),3.1268939393939394,2.0,3
Comedy,644,Happy Weekend (1996),3.175889328063241,2.0,1
Comedy,649,Cold Fever (Á köldum klaka) (1994),3.4605067064083457,4.1875,16
Comedy,651,"Superweib, Das (1996)",3.175889328063241,2.0,1
Comedy,655,Mutters Courage (1995),3.1541501976284585,1.0,1
Comedy,656,Eddie (1996),2.905844155844156,2.5641025641025643,39
Comedy,657,Yankee Zulu (1994),3.1934235976789167,3.0,2
Comedy,663,Kids in the Hall: Brain Candy (1996),3.385407472786113,3.4166666666666665,264
Comedy,664,Faithful (1996),3.171526586620926,3.0,8
Comedy,671,Mystery Science Theater 3000: The Movie (1996),3.636908002177463,3.6798245614035086,456
Comedy,673,Space Jam (1996),2.6629784688995213,2.619893428063943,563
Comedy,688,Operation Dumbo Drop (1995),2.438336856941508,2.276995305164319,213
Comedy,691,Mrs. Winterbourne (1996),3.1270536692223443,3.0991735537190084,121
Comedy,700,Angus (1995),3.295215311004785,3.3241379310344827,145
Comedy,705,Cosi (1996),3.4826038159371495,3.8333333333333335,36
Comedy,708,"Truth About Cats & Dogs, The (1996)",3.420015067805123,3.434462444771723,679
Comedy,710,Celtic Pride (1996),2.740530303030303,2.3333333333333335,51
Comedy,717,Mouth to Mouth (Boca a boca) (1995),3.219367588932806,4.0,1
Comedy,718,"Visitors, The (Les Visiteurs) (1993)",3.321678321678322,3.484848484848485,33
Comedy,719,Multiplicity (1996),2.9158130601792576,2.8619246861924688,239
Comedy,725,"Great White Hype, The (1996)",2.927139037433155,2.791208791208791,91
Comedy,728,Cold Comfort Farm (1995),3.6682859125607217,3.7649769585253456,217
Comedy,734,Getting Away With Murder (1996),3.1893939393939394,3.0,3
Comedy,735,Cemetery Man (Dellamorte Dellamore) (1994),3.3088418430884188,3.3564356435643563,101
Comedy,743,Spy Hard (1996),2.757177033492823,2.5700934579439254,107
Comedy,745,"Close Shave, A (1995)",4.436026936026936,4.52054794520548,657
Comedy,747,"Stupids, The (1996)",2.540909090909091,2.0,55
Comedy,751,Careful (1992),3.2848484848484847,3.533333333333333,15
Comedy,753,"Month by the Lake, A (1995)",3.1829988193624557,3.15625,32
Comedy,762,Striptease (1996),2.3180492976411347,2.184563758389262,298
Comedy,765,Jack (1996),2.7504208754208754,2.6315789473684212,171
Comedy,771,"Vie est belle, La (Life is Rosey) (1987)",3.3665223665223665,3.7777777777777777,18
Comedy,776,Babyfever (1994),3.1855287569573285,3.0,4
Comedy,784,"Cable Guy, The (1996)",2.7792811839323464,2.72987012987013,385
Comedy,785,Kingpin (1996),3.46307519640853,3.4784313725490197,765
Comedy,788,"Nutty Professor, The (1996)",3.005126796667582,2.9957805907172994,948
Comedy,799,"Frighteners, The (1996)",3.3318300498457156,3.3491124260355027,338
Comedy,801,Harriet the Spy (1996),3.1270536692223443,3.0991735537190084,121
Comedy,804,She's the One (1996),3.014715500327011,2.9785407725321886,233
Comedy,807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.1540832049306626,3.0,14
Comedy,810,Kazaam (1996),1.9399449035812675,1.4666666666666666,120
Comedy,811,"Bewegte Mann, Der (1994)",3.3164983164983166,3.888888888888889,9
Comedy,813,Larger Than Life (1996),2.848814229249012,2.5106382978723403,47
Comedy,818,"Very Brady Sequel, A (1996)",2.6841491841491845,2.560846560846561,189
Comedy,829,Joe's Apartment (1996),2.523243801652893,2.2900763358778624,131
Comedy,830,"First Wives Club, The (1996)",2.9855614973262035,2.952542372881356,295
Comedy,833,High School High (1996),2.5535846267553586,2.1794871794871793,78
Comedy,834,Phat Beach (1996),3.103896103896104,2.0,4
Comedy,837,Matilda (1996),3.4300034566194264,3.477064220183486,218
Comedy,838,Emma (1996),3.8243423243423242,3.8802395209580838,501
Comedy,840,House Arrest (1996),2.8641148325358854,2.56,50
Comedy,847,"Big Squeeze, The (1996)",3.020979020979021,1.8571428571428572,7
Comedy,852,Tin Cup (1996),3.2198347107438017,3.221138211382114,615
Comedy,860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.2743801652892564,3.6,10
Comedy,863,Celestial Clockwork (1994),3.2561983471074383,3.5,10
Comedy,864,"Wife, The (1995)",3.2822966507177034,3.5833333333333335,12
Comedy,867,Carpool (1996),2.8563899868247695,2.2083333333333335,24
Comedy,868,Death in Brunswick (1991),3.197628458498024,3.0,1
Comedy,870,Gone Fishin' (1997),2.6711798839458414,2.183673469387755,49
Comedy,881,First Kid (1996),2.8368107302533536,2.6233766233766236,77
Comedy,892,Twelfth Night (1996),3.711121365943701,3.861842105263158,152
Comedy,898,"Philadelphia Story, The (1940)",4.221835580687255,4.3006872852233675,582
Comedy,901,Funny Face (1957),3.5529265255292652,3.6436781609195403,174
Comedy,905,It Happened One Night (1934),4.1648947711000215,4.280748663101604,374
Comedy,907,"Gay Divorcee, The (1934)",3.7072727272727275,3.9238095238095236,105
Comedy,909,"Apartment, The (1960)",4.036993309720582,4.127098321342926,417
Comedy,910,Some Like It Hot (1959),4.244117342178916,4.300480769230769,832
Comedy,911,Charade (1963),4.057239057239057,4.183006535947713,306
Comedy,915,Sabrina (1954),3.8807095343680706,3.9643835616438357,365
Comedy,916,Roman Holiday (1953),4.1193423597678915,4.216470588235294,425
Comedy,921,My Favorite Year (1982),3.8042965679853284,3.8940397350993377,302
Comedy,927,"Women, The (1939)",3.706131078224102,3.9761904761904763,84
Comedy,933,To Catch a Thief (1955),4.018628912071535,4.10158013544018,443
Comedy,934,Father of the Bride (1950),3.5991143526960143,3.6578947368421053,304
Comedy,935,"Band Wagon, The (1953)",3.4663009404388716,3.6338028169014085,71
Comedy,936,Ninotchka (1939),3.8536209553158707,4.075757575757576,132
Comedy,937,Love in the Afternoon (1957),3.4729315628192037,3.75,44
Comedy,939,"Reluctant Debutante, The (1958)",3.198051948051948,3.1818181818181817,11
Comedy,945,Top Hat (1935),4.003685503685503,4.147410358565737,251
Comedy,946,To Be or Not to Be (1942),3.709179170344219,3.8509316770186337,161
Comedy,947,My Man Godfrey (1936),3.9317206398751465,4.1063829787234045,188
Comedy,951,His Girl Friday (1940),4.142739613327849,4.249370277078086,397
Comedy,952,Around the World in 80 Days (1956),3.5448755066589457,3.6022304832713754,269
Comedy,955,Bringing Up Baby (1938),4.074434299325129,4.169491525423729,413
Comedy,958,Lady of Burlesque (1943),3.24294670846395,3.3846153846153846,13
Comedy,970,Beat the Devil (1954),3.2937915742793797,3.4054054054054053,37
Comedy,975,Something to Sing About (1937),3.129593810444874,1.5,2
Comedy,984,"Pompatus of Love, The (1996)",2.9755244755244754,2.6666666666666665,33
Comedy,988,Grace of My Heart (1996),3.3078149920255187,3.3768115942028984,69
Comedy,1002,Ed's Next Move (1996),3.360205831903945,4.25,8
Comedy,1005,D3: The Mighty Ducks (1996),2.5726786582401555,2.3732394366197185,142
Comedy,1007,"Apple Dumpling Gang, The (1975)",3.014768624876928,2.978448275862069,232
Comedy,1010,"Love Bug, The (1969)",3.258156477668673,3.268595041322314,242
Comedy,1011,Herbie Rides Again (1974),2.8449494949494953,2.725925925925926,135
Comedy,1014,Pollyanna (1960),3.354093420391763,3.4044117647058822,136
Comedy,1016,"Shaggy Dog, The (1959)",3.21438263229308,3.217948717948718,156
Comedy,1018,That Darn Cat! (1965),3.2386363636363638,3.252032520325203,123
Comedy,1020,Cool Runnings (1993),3.235905970459746,3.239795918367347,392
Comedy,1021,Angels in the Outfield (1994),2.8359277708592776,2.769230769230769,247
Comedy,1028,Mary Poppins (1964),3.864669421487603,3.894164193867458,1011
Comedy,1042,That Thing You Do! (1996),3.4591464382040296,3.481060606060606,528
Comedy,1057,Everyone Says I Love You (1996),3.508121972071815,3.5583941605839415,274
Comedy,1060,Swingers (1996),3.9014331035991683,3.94147582697201,786
Comedy,1064,Aladdin and the King of Thieves (1996),2.949176807444524,2.8947368421052633,209
Comedy,1066,Shall We Dance? (1937),3.968595041322314,4.1657142857142855,175
Comedy,1067,"Damsel in Distress, A (1937)",3.3983957219251337,3.782608695652174,23
Comedy,1073,Willy Wonka and the Chocolate Factory (1971),3.839536751907886,3.8613861386138613,1313
Comedy,1077,Sleeper (1973),3.935476437377578,3.9798387096774195,744
Comedy,1078,Bananas (1971),3.76760409853935,3.836021505376344,372
Comedy,1079,"Fish Called Wanda, A (1988)",3.94609110801671,3.971342383107089,1326
Comedy,1080,Monty Python's Life of Brian (1979),3.980526167961801,4.018358531317495,926
Comedy,1081,Victor/Victoria (1982),3.5784778895426075,3.6175115207373274,434
Comedy,1083,"Great Race, The (1965)",3.459765115267508,3.5304878048780486,164
Comedy,1091,Weekend at Bernie's (1989),2.837538060026098,2.7935656836461127,373
Comedy,1098,"Search for One-eye Jimmy, The (1996)",3.121818181818182,2.4,5
Comedy,1107,Loser (1991),3.1268939393939394,2.0,3
Comedy,1113,"Associate, The (1996)",3.0956937799043067,3.0,50
Comedy,1115,Sleepover (1995),3.1541501976284585,1.0,1
Comedy,1125,"Return of the Pink Panther, The (1974)",3.7188160676532767,3.779220779220779,385
Comedy,1126,Drop Dead Fred (1991),2.4753892516323455,2.3722397476340693,317
Comedy,1133,Talking About Sex (1994),3.150870406189555,2.0,2
Comedy,1135,Private Benjamin (1980),3.1904666130329846,3.189189189189189,407
Comedy,1136,Monty Python and the Holy Grail (1974),4.3041915505419155,4.335209505941213,1599
Comedy,1148,"Wrong Trousers, The (1993)",4.444542512503677,4.507936507936508,882
Comedy,1151,Faust (1994),3.3169856459330145,3.4838709677419355,31
Comedy,1160,Six of a Kind (1934),3.0802139037433154,2.1666666666666665,6
Comedy,1162,"Ruling Class, The (1972)",3.681495809155384,3.90625,96
Comedy,1167,Dear God (1996),2.99345977763244,2.893617021276596,94
Comedy,1171,Bob Roberts (1992),3.682806324110672,3.7349397590361444,415
Comedy,1172,Cinema Paradiso (1988),4.213774104683195,4.287804878048781,615
Comedy,1174,Grosse Fatigue (1994),3.2618181818181817,3.8,5
Comedy,1175,Delicatessen (1991),3.915474356152322,4.002717391304348,368
Comedy,1180,Hear My Song (1991),3.5377990430622015,3.84,50
Comedy,1184,Mediterraneo (1991),3.6036096256684496,3.802197802197802,91
Comedy,1188,Strictly Ballroom (1992),3.9044256714159626,3.951183431952663,676
Comedy,1194,Up in Smoke (1978),3.4283692960735763,3.4764150943396226,212
Comedy,1197,"Princess Bride, The (1987)",4.282729965760013,4.3037100949094045,2318
Comedy,1202,Withnail and I (1987),3.453768453768454,3.611111111111111,72
Comedy,1211,Wings of Desire (Der Himmel über Berlin) (1987),3.9689578713968956,4.1115702479338845,242
Comedy,1215,Army of Darkness (1993),3.7768595041322315,3.804232804232804,945
Comedy,1220,"Blues Brothers, The (1980)",3.9156500065590976,3.9395973154362416,1341
Comedy,1223,"Grand Day Out, A (1992)",4.26079326079326,4.361522198731501,473
Comedy,1226,"Quiet Man, The (1952)",3.911774572291177,4.053097345132743,226
Comedy,1230,Annie Hall (1977),4.1110158876656335,4.14167916041979,1334
Comedy,1234,"Sting, The (1973)",4.274306132624231,4.320305052430887,1049
Comedy,1235,Harold and Maude (1971),4.1065915216858615,4.164992826398852,697
Comedy,1236,Trust (1990),3.85993265993266,4.188888888888889,90
Comedy,1238,Local Hero (1983),3.9093204775022956,4.0,351
Comedy,1241,Braindead (1992),3.2964426877470356,3.357142857142857,70
Comedy,1243,Rosencrantz and Guildenstern Are Dead (1990),3.8894348894348894,3.9846153846153847,325
Comedy,1244,Manhattan (1979),4.030263314666985,4.082172701949861,718
Comedy,1255,Bad Taste (1987),3.31404958677686,3.4074074074074074,54
Comedy,1256,Duck Soup (1933),4.139422392943519,4.21043771043771,594
Comedy,1257,Better Off Dead... (1985),3.858976613328644,3.9216101694915255,472
Comedy,1259,Stand by Me (1986),4.074913065076999,4.0969187675070025,1785
Comedy,1261,Evil Dead II (Dead By Dawn) (1987),3.779242679748582,3.826642335766423,548
Comedy,1265,Groundhog Day (1993),3.9384808046021997,3.953028972783143,2278
Comedy,1269,Arsenic and Old Lace (1944),4.107518701660961,4.168154761904762,672
Comedy,1270,Back to the Future (1985),3.9768230247682306,3.9903213317847466,2583
Comedy,1273,Down by Law (1986),3.785816277962875,3.9657534246575343,146
Comedy,1276,Cool Hand Luke (1967),4.205221445221445,4.253763440860215,930
Comedy,1278,Young Frankenstein (1974),4.21251285063886,4.250628667225482,1193
Comedy,1279,Night on Earth (1991),3.6447318372004567,3.747422680412371,194
Comedy,1281,"Great Dictator, The (1940)",3.8892371995820274,4.032407407407407,216
Comedy,1285,Heathers (1989),3.783126072041166,3.8156911581569117,803
Comedy,1288,This Is Spinal Tap (1984),4.141952630344719,4.179785330948121,1118
Comedy,1292,Being There (1979),3.9561177815894797,4.013536379018612,591
Comedy,1294,M*A*S*H (1970),4.08836617927527,4.124658780709736,1099
Comedy,1297,Real Genius (1985),3.6613776367369795,3.7081447963800906,442
Comedy,1304,Butch Cassidy and the Sundance Kid (1969),4.184488325881769,4.215644820295983,1419
Comedy,1307,When Harry Met Sally... (1989),4.049033421631066,4.073341836734694,1568
Comedy,1311,Santa with Muscles (1996),2.905594405594406,1.0,7
Comedy,1317,I'm Not Rappaport (1996),3.189304812834225,3.175,40
Comedy,1330,April Fool's Day (1986),3.0564652738565785,3.0,116
Comedy,1353,"Mirror Has Two Faces, The (1996)",3.107686305111198,3.0851063829787235,188
Comedy,1359,Jingle All the Way (1996),2.599591419816139,2.4774774774774775,222
Comedy,1367,101 Dalmatians (1996),3.063791953767504,3.0467032967032965,364
Comedy,1377,Batman Returns (1992),2.986143967556607,2.9767216294859358,1031
Comedy,1378,Young Guns (1988),3.4021267036094054,3.4181494661921707,562
Comedy,1379,Young Guns II (1990),2.939833113746157,2.907859078590786,369
Comedy,1380,Grease (1978),3.5581101033537226,3.5777233782129745,817
Comedy,1381,Grease 2 (1982),2.1238244514106586,1.9636963696369636,303
Comedy,1390,My Fellow Americans (1996),3.1993428258488503,3.1983471074380163,121
Comedy,1391,Mars Attacks! (1996),2.9125030465513038,2.9003724394785846,1074
Comedy,1392,Citizen Ruth (1996),3.6480716253443526,3.73972602739726,219
Comedy,1394,Raising Arizona (1987),3.9960046714610606,4.02092050209205,1434
Comedy,1395,Tin Men (1987),3.3090909090909086,3.3254237288135595,295
Comedy,1405,Beavis and Butt-head Do America (1996),3.054020979020979,3.04,475
Comedy,1409,Michael (1996),3.0688579155398377,3.0535714285714284,392
Comedy,1410,"Evening Star, The (1996)",2.9784511784511785,2.8666666666666667,90
Comedy,1414,Mother (1996),3.512163892445583,3.5952380952380953,168
Comedy,1425,Fierce Creatures (1997),3.272727272727273,3.2916666666666665,168
Comedy,1431,Beverly Hills Ninja (1997),2.6537577945520185,2.5474137931034484,232
Comedy,1433,"Machine, The (1994)",3.061818181818182,1.8,5
Comedy,1436,Falling in Love Again (1980),3.14983164983165,2.888888888888889,9
Comedy,1439,Meet Wally Sparks (1997),2.7702297702297702,2.347826086956522,46
Comedy,1440,Amos & Andrew (1993),2.9213564213564216,2.765432098765432,81
Comedy,1441,Benny & Joon (1993),3.424127203594884,3.444906444906445,481
Comedy,1444,Guantanamera (1994),3.228130360205832,3.375,8
Comedy,1445,McHale's Navy (1997),2.403437358661239,2.173076923076923,156
Comedy,1446,Kolya (1996),3.8892773892773893,4.052910052910053,189
Comedy,1449,Waiting for Guffman (1996),4.063295678680294,4.147186147186147,462
Comedy,1453,"Beautician and the Beast, The (1997)",2.6118699952896844,2.4324324324324325,148
Comedy,1454,SubUrbia (1997),3.1739441660701506,3.158536585365854,82
Comedy,1455,Hotel de Love (1996),3.061058344640434,2.772727272727273,22
Comedy,1456,"Pest, The (1997)",2.7072560467055884,2.359375,64
Comedy,1457,Fools Rush In (1997),3.1224788073662673,3.1090225563909772,266
Comedy,1460,That Darn Cat! (1997),2.849574885546109,2.6808510638297873,94
Comedy,1461,Vegas Vacation (1997),2.6823406478578895,2.574074074074074,216
Comedy,1463,That Old Feeling (1997),3.1277330264672036,3.0294117647058822,34
Comedy,1468,Booty Call (1997),2.7147667147667147,2.5625,144
Comedy,1473,Best Men (1997),3.0245989304812837,2.825,40
Comedy,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.5397429795335555,2.335616438356164,146
Comedy,1476,Private Parts (1997),3.4634024064171123,3.4869739478957915,499
Comedy,1482,"Van, The (1996)",3.278619528619529,3.3333333333333335,63
Comedy,1485,Liar Liar (1997),3.4811405191152027,3.5,666
Comedy,1490,B*A*P*S (1997),2.6914212548015364,1.8076923076923077,26
Comedy,1494,"Sixth Man, The (1997)",2.9857954545454546,2.473684210526316,19
Comedy,1500,Grosse Pointe Blank (1997),3.790085443768763,3.813380281690141,1136
Comedy,1503,8 Heads in a Duffel Bag (1997),2.5267942583732057,2.317241379310345,145
Comedy,1511,A Chef in Love (1996),3.334650856389987,3.5833333333333335,24
Comedy,1513,Romy and Michele's High School Reunion (1997),3.0551136363636364,3.0463576158940397,755
Comedy,1516,Children of the Revolution (1996),3.4442361761949396,3.6538461538461537,52
Comedy,1517,Austin Powers: International Man of Mystery (1997),3.6920727272727274,3.7103734439834026,1205
Comedy,1526,Fathers' Day (1997),2.714969241285031,2.465909090909091,88
Comedy,1528,Intimate Relations (1996),3.150870406189555,2.0,2
Comedy,1532,Sprung (1997),3.1390374331550803,2.6666666666666665,6
Comedy,1537,Shall We Dance? (Shall We Dansu?) (1996),4.030609896432681,4.137142857142857,350
Comedy,1539,Twin Town (1997),3.126623376623377,2.8181818181818183,11
Comedy,1541,Addicted to Love (1997),3.1161084529505585,3.1,240
Comedy,1542,Brassed Off (1996),3.4879537423707037,3.542016806722689,238
Comedy,1546,Schizopolis (1996),3.5222437137330758,3.816326530612245,49
Comedy,1550,Trial and Error (1997),2.8973354231974926,2.704225352112676,71
Comedy,1553,Late Bloomers (1996),3.165120593692022,2.75,4
Comedy,1558,Sudden Manhattan (1996),3.129593810444874,1.5,2
Comedy,1561,Wedding Bell Blues (1996),3.2059369202226344,3.25,4
Comedy,1564,Roseanna's Grave (For Roseanna) (1997),3.4826038159371495,3.8333333333333335,36
Comedy,1565,Head Above Water (1996),3.1466275659824046,3.0,17
Comedy,1566,Hercules (1997),3.2725504067916518,3.279317697228145,469
Comedy,1569,My Best Friend's Wedding (1997),3.41629006831319,3.428048780487805,820
Comedy,1571,When the Cats Away (Chacun cherche son chat) (1996),3.578787878787879,3.9555555555555557,45
Comedy,1580,Men in Black (1997),3.730581072044487,3.739952718676123,2538
Comedy,1581,Out to Sea (1997),3.0008741258741263,2.847457627118644,59
Comedy,1585,Love Serenade (1996),3.2067247820672478,3.2142857142857144,28
Comedy,1588,George of the Jungle (1997),3.099074578116494,3.083044982698962,289
Comedy,1592,Air Bud (1997),2.6948465547191662,2.4910714285714284,112
Comedy,1593,Picture Perfect (1997),2.937637241985068,2.8641975308641974,162
Comedy,1602,Leave It to Beaver (1997),2.6714876033057853,2.116279069767442,43
Comedy,1604,Money Talks (1997),2.937190082644628,2.753846153846154,65
Comedy,1612,"Kiss Me, Guido (1997)",3.2709090909090914,3.327272727272727,55
Comedy,1614,In & Out (1997),3.2729194695368053,3.2803738317757007,428
Comedy,1622,Kicked in the Head (1997),3.121818181818182,2.4,5
Comedy,1629,"MatchMaker, The (1997)",3.0720188902007086,3.018348623853211,109
Comedy,1630,"Lay of the Land, The (1997)",3.175889328063241,2.0,1
Comedy,1632,"Smile Like Yours, A (1997)",2.9706293706293705,2.45,20
Comedy,1640,How to Be a Player (1997),2.7681465821000706,2.5357142857142856,84
Comedy,1641,"Full Monty, The (1997)",3.848143817597194,3.872393661384487,1199
Comedy,1642,Indian Summer (a.k.a. Alive & Kicking) (1996),3.1100076394194045,3.054054054054054,74
Comedy,1646,Rocket Man (1997),2.9480519480519485,2.8181818181818183,88
Comedy,1648,"House of Yes, The (1997)",3.422974515024724,3.4742268041237114,194
Comedy,1663,Stripes (1981),3.802663578459757,3.8391891891891894,740
Comedy,1665,Bean (1997),2.7799628942486088,2.685,200
Comedy,1677,Critical Care (1997),3.0011086474501107,2.7567567567567566,37
Comedy,1679,Chairman of the Board (1998),2.769433465085639,1.9583333333333333,24
Comedy,1689,"Man Who Knew Too Little, The (1997)",3.161922252831344,3.1547619047619047,252
Comedy,1701,Deconstructing Harry (1997),3.3862945565073224,3.415492957746479,284
Comedy,1702,Flubber (1997),2.6371495939219285,2.552980132450331,302
Comedy,1703,For Richer or Poorer (1997),3.0475785896346648,2.935483870967742,62
Comedy,1707,Home Alone 3 (1997),2.176336226587483,1.8766233766233766,154
Comedy,1711,Midnight in the Garden of Good and Evil (1997),3.2497636093475615,3.2531847133757963,628
Comedy,1713,Mouse Hunt (1997),3.0691699604743086,3.0432900432900434,231
Comedy,1731,Mr. Magoo (1997),2.4228523769808175,1.875,64
Comedy,1732,"Big Lebowski, The (1998)",3.7172424773125297,3.7383773928896993,1097
Comedy,1734,My Life in Pink (Ma vie en rose) (1997),3.7117516629711753,3.825870646766169,201
Comedy,1746,Senseless (1998),2.9609090909090914,2.7636363636363637,55
Comedy,1747,Wag the Dog (1997),3.4759358288770055,3.4895259095920617,907
Comedy,1753,Half Baked (1998),3.202020202020202,3.202020202020202,198
Comedy,1760,Spice World (1997),2.128046421663443,1.8736842105263158,190
Comedy,1764,Tainted (1998),3.197628458498024,3.0,1
Comedy,1772,Blues Brothers 2000 (1998),2.556694214876033,2.4304347826086956,230
Comedy,1777,"Wedding Singer, The (1998)",3.47598627787307,3.4895489548954894,909
Comedy,1782,Little City (1998),3.0960548885077186,2.5,8
Comedy,1784,As Good As It Gets (1997),3.9272232192586176,3.9501404494382024,1424
Comedy,1793,Welcome to Woop-Woop (1997),3.018808777429467,2.3846153846153846,13
Comedy,1794,Love and Death on Long Island (1997),3.3780148423005567,3.4304635761589406,151
Comedy,1806,Paulie (1998),2.9581732821169444,2.892857142857143,168
Comedy,1809,Hana-bi (1997),3.470258136924804,3.8055555555555554,36
Comedy,1812,Wide Awake (1998),3.3381001021450465,3.477272727272727,44
Comedy,1816,Two Girls and a Guy (1997),3.0348692403486925,2.9603960396039604,101
Comedy,1817,No Looking Back (1998),3.159489633173844,3.0,12
Comedy,1821,"Object of My Affection, The (1998)",3.1956676136363638,3.1943127962085307,211
Comedy,1822,Meet the Deedles (1998),2.834710743801653,2.0476190476190474,21
Comedy,1824,Homegrown (1998),3.316046369737645,3.3653846153846154,104
Comedy,1827,"Big One, The (1997)",3.7557204700061844,4.0,102
Comedy,1830,Follow the Bitch (1998),3.241106719367589,5.0,1
Comedy,1837,"Odd Couple II, The (1998)",2.899916597164304,2.6875,64
Comedy,1839,My Giant (1998),2.6323763955342905,2.260869565217391,69
Comedy,1843,Slappy and the Stinkers (1998),3.197628458498024,3.0,1
Comedy,1845,Zero Effect (1998),3.679453494482396,3.750830564784053,301
Comedy,1848,"Borrowers, The (1997)",3.0769860769860773,3.0451977401129944,177
Comedy,1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",2.872434017595308,2.0,17
Comedy,1854,Kissing a Fool (1998),3.10850439882698,3.0208333333333335,48
Comedy,1855,Krippendorf's Tribe (1998),2.6345811051693406,2.3981481481481484,108
Comedy,1857,"Real Blonde, The (1997)",3.160737812911726,3.0833333333333335,24
Comedy,1858,Mr. Nice Guy (1997),3.2538751571009636,3.2674418604651163,172
Comedy,1861,Junk Mail (1997),3.210227272727273,3.3333333333333335,3
Comedy,1863,Major League: Back to the Minors (1998),2.4550315994166265,2.2183098591549295,142
Comedy,1864,Sour Grapes (1998),3.1087662337662336,2.727272727272727,11
Comedy,1866,"Big Hit, The (1998)",3.1114996114996116,3.0899470899470898,189
